id,title,description,availability,condition,price,link,image_link,brand
294,Pioneer Car Reverse Camera,HD car backup camera with Night Vision,In Stock,new,2500,http://amanivehiclesounds.co.ke/product/pioneer-car-reverse-camera,http://amanivehiclesounds.co.ke/uploads/product/Pioneer-Car-Reverse-Camera-001.png,Pioneer
295,Kenwood Powered Subwoofer PA-W801B,Kenwood 400 Watts powered enclosed car sub-woofer.,In Stock,new,27000,http://amanivehiclesounds.co.ke/product/kenwood-powered-subwoofer-pa-w801b,http://amanivehiclesounds.co.ke/uploads/product/Kenwood-Powered-Subwoofer-PA-W801B-001.png,Kenwood
296,Kenwood Boxed Subwoofer KSC-W1200B,12 Inch enclosed Kenwood subwoofer with 1200 watts power output.,In Stock,new,14000,http://amanivehiclesounds.co.ke/product/kenwood-boxed-subwoofer-ksc-w1200b,http://amanivehiclesounds.co.ke/uploads/product/Kenwood-Boxed-Subwoofer-KSC-W1200B-001.png,Kenwood
297,DRV-330 Kenwood recording Camera,"High Definition, GPS Integrated front Recording stand-alone driver recorder, Dashcam.",In Stock,new,15000,http://amanivehiclesounds.co.ke/product/drv-330-kenwood-recording-camera,http://amanivehiclesounds.co.ke/uploads/product/DRV-330-Kenwood-recording-Camera-001.png,Kenwood
298,Car Modulator G7,"Car G7 Modulator enables your stock radio to function with Bluetooth,USB & AUX input.",In Stock,new,1500,http://amanivehiclesounds.co.ke/product/car-modulator-g7,http://amanivehiclesounds.co.ke/uploads/product/Car-Modulator-G7-001.png,Others
299,"TS-WX1210AH 12"" Reflex Sub-woofer",Pioneer 1500 watts Powered Sub woofer,In Stock,new,35000,http://amanivehiclesounds.co.ke/product/ts-wx1210ah-12-reflex-sub-woofer,"http://amanivehiclesounds.co.ke/uploads/product/TS-WX1210AH-12""-Reflex-Sub-woofer-001.png",Pioneer
300,TS-WX1220AH Double bass Reflex Sub,1000 watts Pioneer double powered bass-reflex sub woofer system.,In Stock,new,45000,http://amanivehiclesounds.co.ke/product/ts-wx1220ah-double-bass-reflex-sub,http://amanivehiclesounds.co.ke/uploads/product/TS-WX1220AH-Double-bass-Reflex-Sub-001.png,Pioneer
301,Pioneer TS-WX400DA powered subwoofer.,Compact 250 watts Pioneer  Powered Underseat subwoofer.,In Stock,new,22000,http://amanivehiclesounds.co.ke/product/pioneer-ts-wx400da-powered-subwoofer,http://amanivehiclesounds.co.ke/uploads/product/Pioneer-TS-WX400DA-powered-subwoofer.-001.png,Pioneer
302,Pioneer Car Android Tablet.,"SDA-835TAB SPH-T20BT 8-inch Pioneer Car Android Tablet with play Store, inbuilt Bluetooth.",In Stock,new,42000,http://amanivehiclesounds.co.ke/product/pioneer-car-android-tablet,http://amanivehiclesounds.co.ke/uploads/product/Pioneer-SDA-835TAB-SPH-T20BT-Car-Android-Tablet.-001.png,Pioneer
303,Ma Audio Powered Subwoofer 12 inch.,Powered Speaker with 1600 watts peak power.,Out of Stock,new,16000,http://amanivehiclesounds.co.ke/product/ma-audio-powered-subwoofer-12-inch,http://amanivehiclesounds.co.ke/uploads/product/Ma-Audio-Powered-Subwoofer-12-inch.-001.png,Others
304,Sony XAV-W601 DVD Receiver,"car radio with front USB, DVD player.",Out of Stock,new,15000,http://amanivehiclesounds.co.ke/product/sony-xav-w601-dvd-receiver,http://amanivehiclesounds.co.ke/uploads/product/Sony-XAV-W601-DVD-Receiver-001.png,Sony
305,Sony DSX-A110U Affordable car stereo,"Sony Affordable car stereo system with excellent FM Reception, USB & AUX Input.",In Stock,new,5500,http://amanivehiclesounds.co.ke/product/sony-dsx-a110u-affordable-car-stereo,http://amanivehiclesounds.co.ke/uploads/product/Sony-DSX-A110U-Affordable-car-stereo-001.png,Sony
306,Sony Bluetooth car stereo DSX-A410BT,Car Stereo with dual phone Bluetooth connection,In Stock,new,8000,http://amanivehiclesounds.co.ke/product/sony-bluetooth-car-stereo-dsx-a410bt,http://amanivehiclesounds.co.ke/uploads/product/Sony-Bluetooth-car-stereo-DSX-A410BT-001.png,Sony
307,Sony Car Stereo system with Webcast,"9 inch car radio with one din chassis installation , webcast link & 3 way adjustable mount,",In Stock,new,48000,http://amanivehiclesounds.co.ke/product/sony-car-stereo-system-with-webcast,http://amanivehiclesounds.co.ke/uploads/product/Sony-Car-Stereo-system-with-Webcast-001.png,Sony
308,Sony XS-GTF1639 3 way car Speakers.,270 Watts Maximum power 3 way car door Speakers with 45 watts RMS Power.,In Stock,new,3000,http://amanivehiclesounds.co.ke/product/sony-xs-gtf1639-3-way-car-speakers,http://amanivehiclesounds.co.ke/uploads/product/Sony-XS-GTF1639-3-way-car-Speakers.-001.png,Sony
309,"Pioneer DMH-G225BT 6.2""screen","Pioneer DMH-G225BT is an affordable car stereo offering the best features with touch screen display, Bluetooth & reverse camera input.",In Stock,new,18000,http://amanivehiclesounds.co.ke/product/pioneer-dmh-g225bt-62screen,"http://amanivehiclesounds.co.ke/uploads/product/Pioneer-DMH-G225BT-6.2""-AV-Receiver-with-Bluetooth.-001.png",Pioneer
310,"Pioneer 10"" Shallow Mount Speaker",TS-A2500LB Pioneer 10 inch shallow mount bass Speaker 1200 watts.,In Stock,new,17500,http://amanivehiclesounds.co.ke/product/pioneer-10-shallow-mount-speaker,"http://amanivehiclesounds.co.ke/uploads/product/Pioneer-10""-Shallow-Mount-Speaker-001.png",Pioneer
311,MVH-S215BT  Multimedia Tuner,"Car  Bluetooth radio with USB ,AUX Input, android smartphone support.",In Stock,new,8000,http://amanivehiclesounds.co.ke/product/mvh-s215bt-multimedia-tuner,"http://amanivehiclesounds.co.ke/uploads/product/MVH-S215BT--Multimedia-Tuner-with-Bluetooth,-USB-&-Android-Smartphone-support.-001.png",Pioneer
312,Pioneer TS-A6960F Car Speakers,"6""x9"" 4-Way Coaxial Oval car mid-range Speakers with Maximum power 450 Watts",In Stock,new,7000,http://amanivehiclesounds.co.ke/product/pioneer-ts-a6960f-car-speakers,http://amanivehiclesounds.co.ke/uploads/product/Pioneer-TS-A6960F-Car-Speakers-001.png,Pioneer
313,Kenwood DDX7019BTM AV Receiver,Enjoy 7 inch Screen display & USB Mirroring for Android or iphone.,In Stock,new,37000,http://amanivehiclesounds.co.ke/product/kenwood-ddx7019btm-av-receiver,http://amanivehiclesounds.co.ke/uploads/product/Kenwood-DDX7019BTM-AV-Receiver-001.png,Kenwood
314,Pioneer VREC-100 Recorder Dash camera,"Front recording Dash cam with loop video recording, motion detection & 128GB memory support.",In Stock,new,13000,http://amanivehiclesounds.co.ke/product/pioneer-vrec-100-recorder-dash-camera,http://amanivehiclesounds.co.ke/uploads/product/Pioneer-VREC-100-Recorder-Dash-camera-001.png,Pioneer
315,Pioneer DMH-Z6350BT 6.8? Multimedia,"Pioneer Car Radio with wireless Apple CarPlay & Android Auto, Alexa Built in.",In Stock,new,60000,http://amanivehiclesounds.co.ke/product/pioneer-dmh-z6350bt-68-multimedia,"http://amanivehiclesounds.co.ke/uploads/product/Pioneer-DMH-Z6350BT-6.8?-Capacitive-Touch-screen-Multimedia-player-with-Alexa-Built-in,-Apple-CarPlay-&-Android-Auto.-001.png",Pioneer
316,Kenwood KW-M150BT car radio,"JVC KW-M150BT is a car radio that gives you many features at an affordable Price. Enjoy Bluetooth, AUX Input & USB with android mirroring.",In Stock,new,19000,http://amanivehiclesounds.co.ke/product/kenwood-kw-m150bt-car-radio,http://amanivehiclesounds.co.ke/uploads/product/KW-M150BT-Affordable-car-stereo-001.png,JVC
317,Space saving Active Sub TS-WX010A,Ultra Compact Space Saving Active Subwoofer with built-in Class-D Amplifier BASS  for impactful and quality bass.,In Stock,new,"15,599",http://amanivehiclesounds.co.ke/product/space-saving-active-sub-ts-wx010a,http://amanivehiclesounds.co.ke/uploads/product/Space-saving-Active-Sub-TS-WX010A-001.png,Pioneer
318,High Power Car Amplifier CA-3242,A 4 Channel 2000 watts Car Amplifier with 6 speaker output system & variable crossover.,In Stock,new,18000,http://amanivehiclesounds.co.ke/product/high-power-car-amplifier-ca-3242,http://amanivehiclesounds.co.ke/uploads/product/High-Power-Car-Amplifier-CA-3242-001.png,JEC
319,High Power Car Amplifier JEC CA-3243,Mosfet High Power 4 Channel Car Amplifier CA-3243,In Stock,new,24000,http://amanivehiclesounds.co.ke/product/high-power-car-amplifier-jec-ca-3243,http://amanivehiclesounds.co.ke/uploads/product/High-Power-Car-Amplifier-JEC-CA-3243-001.png,JEC
320,Space-saving Amplified Sub 150 Watts,Pioneer TS-WX210A is an active Subwoofer that is small and compact in size yet big in sound and performance.,In Stock,new,18500,http://amanivehiclesounds.co.ke/product/space-saving-amplified-sub-150-watts,http://amanivehiclesounds.co.ke/uploads/product/Space-saving-Amplified-Sub-150-Watts-001.png,Pioneer
321,TS-G1320F 13cm 2-Way Coaxial Speakers,This Pioneer Midrange speakers tap the Full potential in your cars Midrange,In Stock,new,3500,http://amanivehiclesounds.co.ke/product/ts-g1320f-13cm-2-way-coaxial-speakers,http://amanivehiclesounds.co.ke/uploads/product/TS-G1320F-13cm-2-Way-Coaxial-Speakers-001.png,Pioneer
322,TS-A2013I 20cm 3-Way Coaxial Speakers,Upgrade your factory Speakers with Pioneer ts-a2013i 500 watts Speakers to achieve punching bass and improved midrange frequency response.,In Stock,new,14500,http://amanivehiclesounds.co.ke/product/ts-a2013i-20cm-3-way-coaxial-speakers,http://amanivehiclesounds.co.ke/uploads/product/TS-A2013I-20cm-3-Way-Coaxial-Speakers-001.png,Pioneer
323,pioneer car speakers with Good Bass,"Car Door Speakers with high power output & good Bass, Pioneer TS-A1687S",In Stock,new,6500,http://amanivehiclesounds.co.ke/product/pioneer-car-speakers-with-good-bass,http://amanivehiclesounds.co.ke/uploads/product/pioneer-car-speakers-with-Good-Bass-001.png,Pioneer
324,JVC CS-GD1210 12 inch 1400W Subwoofer,Double coil Speaker in-car subwoofer with a maximum power output of 1400 watts and 12-inch speaker size.,In Stock,new,6500,http://amanivehiclesounds.co.ke/product/jvc-cs-gd1210-12-inch-1400w-subwoofer,http://amanivehiclesounds.co.ke/uploads/product/JVC-CS-GD1210-12-inch-1400W-Subwoofer-001.png,JVC
325,Sony XAV-AX5500 Car Stereo,"Enjoy Apple Carplay, Android Auto, Weblink & Bluetooth features all in the new Sony car radio XAV-ax5500.",In Stock,new,38000,http://amanivehiclesounds.co.ke/product/sony-xav-ax5500-car-stereo,http://amanivehiclesounds.co.ke/uploads/product/Sony-XAV-AX5500-Car-Stereo-001.png,Sony
326,Pioneer TS-W312D4 car Subwoofer,High-performance car subwoofer with a maximum power output of 1600 watts & RMS Power of 500 watts.,In Stock,new,7500,http://amanivehiclesounds.co.ke/product/pioneer-ts-w312d4-car-subwoofer,http://amanivehiclesounds.co.ke/uploads/product/Pioneer-TS-W312S4-car-Subwoofer-001.png,Pioneer
327,GM-E7004 4-channel bridgeable Booster,"Pioneer car booster,4 channel bridgeable",In Stock,new,10000,http://amanivehiclesounds.co.ke/product/gm-e7004-4-channel-bridgeable-booster,http://amanivehiclesounds.co.ke/uploads/product/GM-E7004-4-channel-bridgeable-Booster-001.png,Pioneer
328,Car Alarm system,Car Alarm system for the car.,In Stock,new,3000,http://amanivehiclesounds.co.ke/product/car-alarm-system,http://amanivehiclesounds.co.ke/uploads/product/Car-Alarm-system-001.png,Others
329,Afritec Car Alarm with Antihijack,Car Alarm system with cutoff / antihijack feature.,In Stock,new,6000,http://amanivehiclesounds.co.ke/product/afritec-car-alarm-with-antihijack,http://amanivehiclesounds.co.ke/uploads/product/Afritec-Car-Alarm-with-Antihijack-001.png,Others
